wanted,position,positionid,from,start,end
Q3430463,Member of the Senate,Q6814428,Q6880868,2004-03-31,2019-08-16
Q5111173,Member of the Queensland Legislative Assembly,Q18526194,Q7488127,2004-02-07,2009-03-21
Q6537526,Member of the Queensland Legislative Assembly,Q18526194,Q6217360,2004-02-07,
Q6237692,Chief Justice,Q5096806,Q6763646,2003-11-25,2017-10-01
Q6219140,Administrator of the Northern Territory,Q3249421,Q7693161,2003-10-31,2007-10-30
Q1316744,Lord Mayor of Sydney,Q19346403,Q6698540,2003-03-22,2004-03-01
Q5981660,Member of the New South Wales Legislative Assembly,Q19202748,Q5605244,2003-03-22,2019-03-01
Q6397040,Member of the New South Wales Legislative Assembly,Q19202748,Q6551428,2003-03-22,2016-05-06
Q7173340,Member of the New South Wales Legislative Assembly,Q19202748,Q5566385,2003-03-22,2021-12-30
Q7381783,Member of the New South Wales Legislative Assembly,Q19202748,Q4756662,2003-03-22,2021-12-30
Q16016388,President of the Legislative Council,Q7241385,Q6899966,2003-02-25,2006-12-18
Q16149565,Member of the Victorian Legislative Assembly,Q18534408,Q6139657,2002-11-30,
Q4727349,Member of the Victorian Legislative Assembly,Q18534408,Q6829572,2002-11-30,2010-11-26
Q4754792,Member of the Victorian Legislative Assembly,Q18534408,Q5219373,2002-11-30,
Q5524228,Member of the Victorian Legislative Assembly,Q18534408,Q6558302,2002-11-30,
Q7976535,Member of the Victorian Legislative Assembly,Q18534408,Q7612821,2002-11-30,2014-11-04
Q5525856,Member of the Victorian Legislative Assembly,Q18534408,Q16185520,2002-11-25,2018-11-24
Q5982140,"Minister for Local Government, Territories and Roads",Q6865914,Q8023238,2002-01-25,2003-10-07
Q3339775,Minister for Industry and Innovation,Q6865883,Q5982149,2001-11-26,2007-12-03
Q5235919,Minister for Education,Q11796967,Q908749,2001-11-26,2006-01-27
Q6835445,Minister for Health,Q6865857,Q1737400,2001-11-26,2003-10-07
Q7176566,Leader of the House,Q16147127,Q348577,2001-11-26,2007-12-03
Q5145202,Member of the House of Representatives,Q18912794,Q6177982,2001-11-10,2010-07-19
Q7176566,Member of the House of Representatives,Q18912794,Q5605742,2001-11-10,2022-04-11
Q6121013,Member of the Australian Capital Territory Legislative Assembly,Q6814365,Q463507,2001-10-20,2014-12-23
Q7704766,Speaker of the Legislative Assembly,Q7574305,Q6678746,2001-10-16,2005-06-28
Q5107286,member of the Northern Territory Legislative Assembly,Q26998278,Q5553077,2001-08-18,2020-07-30
Q6793439,member of the Northern Territory Legislative Assembly,Q26998278,Q1899245,2001-08-18,2012-08-06
Q6838393,member of the Northern Territory Legislative Assembly,Q26998278,Q5253876,2001-08-18,2016-08-27
Q7609442,member of the Northern Territory Legislative Assembly,Q26998278,Q6151067,2001-08-18,2012-08-06
Q7173407,Lord Mayor of Melbourne,Q23782667,Q926168,2001-07,2008-11
Q6245246,Member of the Tasmanian Legislative Council,Q19299542,Q5605645,2001-05-05,2008-05-10
Q5234670,Treasurer,Q7836757,Q7704719,2001-02-22,2005-07-25
Q4908062,Member of the Queensland Legislative Assembly,Q18526194,Q6759582,2001-02-17,2012-03-23
Q6114505,Member of the Queensland Legislative Assembly,Q18526194,Q5293011,2001-02-17,2006-09-09
Q7420540,Member of the Queensland Legislative Assembly,Q18526194,Q6543627,2001-02-17,2006-09-09
Q16104645,Member of the Western Australian Legislative Assembly,Q20165902,Q6759820,2001-02-10,2021-03-13
Q16104998,Member of the Western Australian Legislative Assembly,Q20165902,Q4387692,2001-02-10,2008-09-06
Q16106111,Member of the Western Australian Legislative Assembly,Q20165902,Q6253682,2001-02-10,2005-02-26
Q16106123,Member of the Western Australian Legislative Assembly,Q20165902,Q6838361,2001-02-10,2021-01-29
Q16122332,Member of the Western Australian Legislative Assembly,Q20165902,Q7177611,2001-02-10,2021-01-29
Q16145802,Member of the Western Australian Legislative Assembly,Q20165902,Q5478155,2001-02-10,
Q454233,Minister for Justice,Q6865898,Q5106492,2001-01-30,2007-03-09
Q7176566,Minister for Small Business,Q11796971,Q5982149,2001-01-30,2001-11-26
Q1494887,Attorney-General,Q23073442,Q4910989,2000-12-15,2001-11-14
Q7149481,Deputy Premier,Q11797087,Q7704719,2000-11-30,2005-07-28
Q6237630,Member of the New South Wales Legislative Council,Q18810377,Q5606120,2000-11-01,2017-11-15
Q6174961,Attorney General,Q4818644,Q4932251,2000-06-28,2007-04-02
Q4932529,Member of the Queensland Legislative Assembly,Q18526194,Q6203963,2000-02-05,2020-02-20
Q374949,ambassador to the United States of America,Q23892240,Q16963813,2000-02-02,2005-06
Q7322490,ambassador to China,Q23891568,Q5235368,2000,2003
